n	lnTxt	etiquetado	nbSyl	met	metNoExtra	lnTyp	match
dario	pitagoriza en tus constelaciones.	pitagoriza en tus constelaciones. 	11	4 10	4 10	Endecasílabo sáfico difuso	1.0
dario	Escucha la retórica divina	Escucha la retórica divina 	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
dario	del pájaro del aire y la nocturna	del pájaro del aire y la nocturna 	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
dario	irradiación geométrica adivina;	irradiación g#ométrica adivina	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
dario	mata la indiferencia taciturna	mata la indiferencia taciturna 	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
dario	y engarza perla y perla cristalina	y engarza perla y perla cristalina 	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
dario	en donde la verdad vuelca su urna.	en donde la verdad vu~elca su urna	11	6 8 10	6 8 10	Endecasílabo vacío pleno tipo 1	1.0
dario	Anacreonte, padre de la sana alegría;	Anacreonte, padre de la sana alegría; 	14	4 6 10 13	-	Alejandrino	1.0
dario	Ovidio, sacerdote de la ciencia amorosa;	Ovidio, sacerdote de la ciencia amorosa; 	14	2 6 10 13	-	Alejandrino	1.0
dario	Quevedo, en cuyo cáliz licor jovial rebosa;	Quevedo, en cuyo cáliz licor jovial rebosa; 	14	2 6 9 11 13	-	Alejandrino	1.0
dario	Banville, insigne Orfeo de la sacra Harmonía,	Banville, insigne Orfeo de la sacra Harmonía, 	14	2 4 6 10 13	-	Alejandrino	1.0
dario	y con vosotros toda la grey hija del día,	y con vosotros toda la grey   hija del día	14	4 6 9 10 13	-	Alejandrino	1.0
dario	a quien habla el amante corazn de la tosa,	a quien habla   el amante corazn de la tosa	14	3 7 9 13	-	Alejandrino	1.0
dario	abejas que fabrican sobre la humana prosa	abejas que fabrican sobre la humana prosa 	14	2 6 11 13	-	Alejandrino	1.0
dario	en sus Himeteos mágicos mieles de poesía:	en sus himetos mágicos mieles de poesía	14	4 6 8 13	-	Alejandrino	1.0
dario	Prefiero vuestra risa sonora, vuestra musa	Prefiero vuestra risa sonora, vuestra musa 	14	2 6 9 13	-	Alejandrino	1.0
dario	risueña, vuestros versos perfumados de vino,	risueña, vuestros versos perfumados de vino, 	14	2 6 10 13	-	Alejandrino	1.0
dario	los versos de sombra y a la canción confusa	los versos de sombra y a la canción confusa 	13	2 5 10 12	-	Tridecasílabo	1.0
dario	que opone el numen bárbaro al resplandor latino;	que opone el numen bárbaro al resplandor latino; 	14	2 4 6 11 13	-	Alejandrino	1.0
dario	y ante la fiera máscara de la fatal Medusa,	y ante la fiera máscara de la fatal Medusa, 	14	4 6 11 13	-	Alejandrino	1.0
dario	medrosa huye mi alondra de canto cristalino.	medrosa huye mi alondra de canto cristalino. 	14	2 3 6 9 13	-	Alejandrino	1.0
dario	En el verde laurel que decora la frente	En el verde laurel que decora la frente 	14	3 6 10 13	-	Alejandrino	1.0
dario	que besaron los sueños y pulieron las horas,	que besaron los sueños y pulieron las horas, 	14	3 6 10 13	-	Alejandrino	1.0
dario	una hoja suscita como la luz naciente	una hoja suscita como la luz naciente 	13	1 2 5 10 12	-	Tridecasílabo	1.0
dario	en que entreabren sus ojos de fuego las auroras;	en que entrabren sus ojos de fuego las auroras	14	3 6 9 13	-	Alejandrino	1.0
dario	o las solares pompas, o los fastos de Oriente,	o las solares pompas, o los fastos de Oriente, 	14	4 6 10 13	-	Alejandrino	1.0
dario	preseas bizantinas, diademas de Theodoras,	presás bizantinas diademas de theodoras	14	2 5 8 13	-	Alejandrino	1.0
dario	o la lejana Cólquida que el soñador presiente	o la lejana Cólquida que el soñador presiente 	14	4 6 11 13	-	Alejandrino	1.0
dario	y adonde los Jasones dirigirán las proras.	y adonde los Jasones dirigirán las proras. 	14	6 11 13	-	Alejandrino	1.0
dario	Hoja de oro rojo, mayor es tu valía,	hoja de   oro rojo mayor es tu valía	14	1 4 6 9 10 13	-	Alejandrino	1.0
dario	pues para tus colores imperiales evocas	pues para tus colores imperiales evocas 	14	6 10 13	-	Alejandrino	1.0
dario	con el triunfo de otoño y la sangre del día,	con el triunfo de otoño y la sangre del día, 	14	3 6 10 13	-	Alejandrino	1.0
dario	el marfil de las frentes, la brasa de las bocas,	el marfil de las frentes, la brasa de las bocas, 	14	3 6 9 13	-	Alejandrino	1.0
dario	y la autumnal tristeza de las vírgenes locas	y la autumnal tristeza de las vírgenes locas 	14	4 6 10 13	-	Alejandrino	1.0
dario	por la Lujuria, madre de la Melancolía.	por la Lujuria, madre de la Melancolía. 	14	4 6 13	-	Alejandrino	1.0
dario	¡Dafne, divina Dafne! Buscar quiero la leve	¡Dafne, divina Dafne! Buscar quiero la leve 	14	1 4 6 9 10 13	-	Alejandrino	1.0
dario	caña que corresponda a tus labios esquivos;	caña que corresponda a tus labios esquivos; 	14	1 6 10 13	-	Alejandrino	1.0
dario	haré de ella mi flauta e inventaré motivos	haré de ella mi flauta e inventaré motivos 	14	2 3 6 11 13	-	Alejandrino	1.0
dario	que extasiarán de amor a los cisnes de nieve.	que extasiarán de amor a los cisnes de nieve. 	14	4 6 10 13	-	Alejandrino	1.0
dario	Al canto mío el tiempo parecerá más breve;	Al canto mío el tiempo parecerá más breve; 	14	2 4 6 11 12 13	-	Alejandrino	1.0
dario	como Pan en el campo haré danzar los chivos;	como Pan en el campo haré danzar los chivos; 	14	3 6 9 11 13	-	Alejandrino	1.0
dario	como Orfeo tendré los leones cautivos,	como Orfeo tendré los leones cautivos, 	14	3 6 10 13	-	Alejandrino	1.0
dario	y moveré el imperio de Amor que todo mueve.	y moveré el imperio de Amor que todo mueve. 	14	4 6 9 11 13	-	Alejandrino	1.0
dario	Y todo será, Dafne, por la virtud secreta	Y todo será, Dafne, por la virtud secreta 	14	2 5 6 11 13	-	Alejandrino	1.0
dario	que en la fibra sutil de la caña coloca	que en la fibra sutil de la caña coloca 	14	3 6 10 13	-	Alejandrino	1.0
dario	con la pasión del dios el sueño del poeta;	con la pasión del dios el sueño del poeta; 	14	4 6 9 13	-	Alejandrino	1.0
dario	porque si de la flauta la boca mía toca	porque si de la flauta la boca mía toca 	14	6 9 11 13	-	Alejandrino	1.0
dario	el sonoro carrizo, su misterio interpreta	el sonoro carrizo, su misterio interpreta 	14	3 6 10 13	-	Alejandrino	1.0
dario	y la armonía nace del beso de tu boca.	y la armonía nace del beso de tu boca. 	14	4 6 9 13	-	Alejandrino	1.0
dario	Maravillosamente danzaba. Los diamantes	Maravillosamente danzaba. Los diamantes 	14	4 6 9 13	-	Alejandrino	1.0
dario	negros de sus pupilas vertían su destello;	negros de sus pupilas vertían su destello; 	14	1 6 9 13	-	Alejandrino	1.0
dario	era bello su rostro, era un rostro tan bello	era bello su rostro, era un rostro tan bello 	14	1 3 6 8 9 10 13	-	Alejandrino	1.0
dario	como el de las gitanas de don Miguel Cervantes.	como el de las gitanas de don Miguel Cervantes. 	14	6 11 13	-	Alejandrino	1.0
dario	Ornábase con rojos claveles detonantes	Ornábase con rojos claveles detonantes 	14	2 6 9 13	-	Alejandrino	1.0
dario	la redondez obscura del casco del cabello,	la redondez obscura del casco del cabello, 	14	4 6 9 13	-	Alejandrino	1.0
dario	y la cabeza firme sobre el bronce del cuello	y la cabeza firme sobre el bronce del cuello 	14	4 6 10 13	-	Alejandrino	1.0
dario	tenía la pátina de las horas errantes.	tenía la pátina de las horas errantes. 	14	2 5 10 13	-	Alejandrino	1.0
dario	Las guitarras decían en sus cuerdas sonoras	Las guitarras decían en sus cuerdas sonoras 	14	3 6 10 13	-	Alejandrino	1.0
dario	las vagas aventuras y las errantes horas,	las vagas aventuras y las errantes horas, 	14	2 6 11 13	-	Alejandrino	1.0
dario	volaban los fandangos, daba el clavel fragancia;	volaban los fandangos, daba el clavel fragancia; 	14	2 6 8 11 13	-	Alejandrino	1.0
dario	la gitana, embriagada de lujuria y cariño,	la gitana, embriagada de lujuria y cariño, 	14	3 6 10 13	-	Alejandrino	1.0
dario	sintió cómo caía dentro de su corpiño	sintió cómo caía dentro de su corpiño 	14	2 3 6 8 13	-	Alejandrino	1.0
dario	el bello luis de oro del artista de Francia.	el bello luis de   oro del artista de francia	14	2 4 6 10 13	-	Alejandrino	1.0
dario	Amo tu delicioso alejandrino	Amo tu delicioso alejandrino 	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
dario	como el de Hugo, espíritu de España;	como el de hugo   espíritu de españa	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
dario	éste vale una copa de champaña	éste vale una copa de champaña 	11	1 3 4 6 10	1 3 6 10	Endecasílabo melódico corto	0.9
dario	como aquel vale "un vaso de von vino".	como aquel vale "un vaso de von vino". 	14	3 4 6 8 11 13	-	Alejandrino	1.0
dario	Mas a uno y otro pájaro divino	mas a uno y   otro pájaro divino	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
dario	la primitiva cárcel es extraña;	la primitiva cárcel es extraña; 	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
dario	el barrote maltrata, el grillo daña,	el barrote maltrata, el grillo daña, 	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
dario	que vuelo y libertad son su destino.	que vuelo y libertad son su destino. 	11	2 6 7 10	2 6 10	Endecasílabo heroico puro	0.9
dario	Así procuro que en la luz resalte	Así procuro que en la luz resalte 	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
dario	tu antiguo verso, cuyas alas doro	tu antiguo verso, cuyas alas doro 	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
dario	y hago brillar con mi moderno esmalte;	y hago brillar con mi moderno esmalte; 	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
dario	tiene la libertad con el decoro	tiene la libertad con el decoro 	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
dario	y vuelve, como al puño el gerifalte,	y vuelve, como al puño el gerifalte, 	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
dario	trayendo del azul rimas de oro.	trayendo del azul rimas de   oro	11	2 6 7 10	2 6 10	Endecasílabo heroico puro	0.9
dario	Alma mía, perdura en tu idea divina;	Alma mía, perdura en tu idea divina; 	14	1 3 6 10 13	-	Alejandrino	1.0
dario	todo está bajo el signo de un destino supremo;	todo está bajo el signo de un destino supremo; 	14	1 3 6 8 10 13	-	Alejandrino	1.0
dario	sigue en tu rumbo, sigue hasta el ocaso extremo	sigue en tu rumbo, sigue hasta el ocaso extremo 	14	1 4 6 11 13	-	Alejandrino	1.0
dario	por el camino que hacia la Esfinge te encamina.	por el camino que hacia la Esfinge te encamina. 	15	4 10 14	-	Pentadecasílabo	1.0
dario	Corta la flor al paso, deja la dura espina;	Corta la flor al paso, deja la dura espina; 	14	1 4 6 8 11 13	-	Alejandrino	1.0
dario	en el río de oro lleva a compás el remo;	en el río de oro lleva   a compás el remo	14	3 5 7 11 13	-	Alejandrino	1.0
dario	saluda el rudo arado del rudo Triptolemo,	saluda el rudo arado del rudo Triptolemo, 	14	2 4 6 9 13	-	Alejandrino	1.0
dario	y sigue como un dios que sus sueños destina ...	y sigue como un dios que sus sueños destina ... 	14	2 5 6 10 13	-	Alejandrino	1.0
dario	Y sigue como un dios que la dicha estimula,	Y sigue como un dios que la dicha estimula, 	14	2 5 6 10 13	-	Alejandrino	1.0
dario	y mientras la retórica del pájaro te adula	y mientras la retórica del pájaro te adula 	14	6 9 13	-	Alejandrino	1.0
dario	y los astros del cielo te acompañan, y los	y los astros del cielo te acompañan, y los 	14	3 6 10 13	-	Alejandrino	1.0
dario	ramos de la Esperanza surgen primaverales,	ramos de la Esperanza surgen primaverales, 	14	1 6 8 13	-	Alejandrino	1.0
dario	atraviesa impertérrita por el bosque de males	atraviesa impertérrita por el bosque de males 	14	3 6 10 13	-	Alejandrino	1.0
dario	sin temer las serpientes; y sigue, como un dios ...	sin temer las serpientes; y sigue, como un dios ... 	14	3 6 9 12 13	-	Alejandrino	1.0
dario	Yo persigo una forma que no encuentra mi estilo,	Yo persigo una forma que no encuentra mi estilo, 	14	1 3 4 6 9 10 13	-	Alejandrino	1.0
dario	botón de pensamiento que busca ser la rosa;	botón de pensamiento que busca ser la rosa; 	14	2 6 9 11 13	-	Alejandrino	1.0
dario	se anuncia con un beso que en mis labios se posa	se anuncia con un beso que en mis labios se posa 	14	2 5 6 10 13	-	Alejandrino	1.0
dario	al abrazo imposible de la Venus de Milo.	al abrazo imposible de la Venus de Milo. 	14	3 6 10 13	-	Alejandrino	1.0
dario	Adornan verdes palmas el blanco peristilo;	Adornan verdes palmas el blanco peristilo; 	14	2 4 6 9 13	-	Alejandrino	1.0
dario	los astros me han predicho la visión de la Diosa;	los astros me han predicho la visión de la Diosa; 	14	2 4 6 10 13	-	Alejandrino	1.0
dario	y en mi alma reposa la luz como reposa	y en mi   alma reposa la luz como reposa	14	3 6 9 13	-	Alejandrino	1.0
dario	el ave de la luna sobre un lago tranquilo.	el ave de la luna sobre un lago tranquilo. 	14	2 6 9 10 13	-	Alejandrino	1.0
dario	Y no hallo sino la palabra que huye,	Y no hallo sino la palabra que huye, 	11	2 8 10	2 6 8 10	Endecasílabo heroico largo	0.9
dario	la iniciación melódica que de la flauta fluye	la iniciación melódica que de la flauta fluye 	14	4 6 11 13	-	Alejandrino	1.0
dario	y la barca del sueño que en el espacio boga;	y la barca del sueño que en el espacio boga; 	14	3 6 11 13	-	Alejandrino	1.0
dario	y bajo la ventana de mi Bella-Durmiente,	y bajo la ventana de mi Bella-Durmiente, 	14	6 13	-	Alejandrino	1.0
dario	el sollozo continuo del chorro de la fuente	el sollozo continuo del chorro de la fuente 	14	3 6 9 13	-	Alejandrino	1.0
dario	y el cuello del gran cisne blanco que me interroga.	y el cuello del gran cisne blanco que me interroga. 	14	2 5 6 8 13	-	Alejandrino	1.0
dario	Antonino Lamberti, el peristilo	Antonino Lamberti, el peristilo 	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
dario	del sacro templo se alza en la colina,	del sacro templo se alza en la colina, 	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
dario	y llega una fragancia tiburtina	y llega una fragancia tiburtina 	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
dario	que acariciara a Horacio y a Camilo.	que acariciara a horacio y   a camilo	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
dario	Es la reina de Pafos y de Milo	Es la reina de Pafos y de Milo 	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
dario	que dio la aurora de la luz latina,	que dio la aurora de la luz latina, 	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
dario	en donde halló, por la virtud divina,	en donde halló, por la virtud divina, 	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
dario	gesto la estatua, la palabra estilo.	gesto la estatua, la palabra estilo. 	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
dario	Amemos, Antonino, de tu Roma	Amemos, Antonino, de tu Roma 	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
dario	la armonía sagrada, que aún subsiste,	la armonía sagrada, que aún subsiste, 	12	3 6 9 11	-	Dodecasílabo	1.0
dario	de la gloria fugaz que el tiempo dorna,	de la gloria fugaz que el tiempo dorna, 	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
dario	y que en el verso o piedra, que resiste,	y que en el verso o piedra, que resiste, 	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
dario	rosa del mármol, lirio del idioma,	rosa del mármol, lirio del idioma, 	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
dario	da la fragancia eterna de lo triste.	da la fragancia eterna de lo triste. 	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
dario	Entre la barbarie que las garras saca	Entre la barbarie que las garras saca 	12	5 9 11	-	Dodecasílabo	1.0
dario	cuando ve el reflejo de sedas fulgentes;	cuando ve el reflejo de sedas fulgentes; 	12	3 5 8 11	-	Dodecasílabo	1.0
dario	entre el que desdora, desluce y ataca,	entre el que desdora, desluce y ataca, 	11	5 8 10	4 8 10	Endecasílabo sáfico puro	0.8
dario	eriza las cerdas y muestra los dientes	eriza las cerdas y muestra los dientes 	12	2 5 8 11	-	Dodecasílabo	1.0
dario	cuando ve mi gema, mi biombo, mi laca,	cuando ve mi gema, mi biombo, mi laca, 	12	3 5 8 11	-	Dodecasílabo	1.0
dario	o mis raras musas, terror de las gentes,	o mis raras musas, terror de las gentes, 	12	3 5 8 11	-	Dodecasílabo	1.0
dario	terror de la gente calmuca y canaca	terror de la gente calmuca y canaca 	12	2 5 8 11	-	Dodecasílabo	1.0
dario	que mancha la gloria de los continentes ...,	que mancha la gloria de los continentes ..., 	12	2 5 11	-	Dodecasílabo	1.0
dario	suele haber un cisne, o un águila bella,	suele haber un cisne, o un águila bella, 	11	1 3 4 5 6 7 10	1 3 6 10	Endecasílabo melódico corto	0.7
dario	o un lirio, o un trueno, o una blanca estrella,	o un lirio o un trueno o   una blanca estrella	11	1 2 3 4 6 8 10	2 4 6 8 10	Endecasílabo heroico pleno	0.8
dario	o un iris que muda la noche que mata,	o un iris que muda la noche que mata, 	12	1 2 5 8 11	-	Dodecasílabo	1.0
dario	o una espada de oro, o un casco de plata,	o una espada de oro, o un casco de plata, 	11	1 3 5 6 7 10	1 3 6 10	Endecasílabo melódico corto	0.8
dario	o una rosa pura, o una noble rosa... ,	o una rosa pura, o una noble rosa... , 	11	1 3 5 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	0.9
dario	toda como tu alma, Carlos Romagosa!	toda como tu alma, Carlos Romagosa! 	13	1 6 8 12	-	Tridecasílabo	1.0
dario	Que el champaña de oro refleje en su onda	Que el champaña de oro refleje en su onda 	11	3 5 8 10	3 6 8 10	Endecasílabo melódico largo	0.8
dario	la blanca maravilla que en el gran Louvre impera,	la blanca maravilla que en el gran Louvre impera, 	14	2 6 10 11 13	-	Alejandrino	1.0
dario	la emperatriz de mármol cuya mirada ahonda	la emperatriz de mármol cuya mirada ahonda 	14	4 6 11 13	-	Alejandrino	1.0
dario	el armonioso enigma que es ritmo de la esfera;	el armonioso enigma que es ritmo de la esfera; 	14	4 6 8 9 13	-	Alejandrino	1.0
dario	el bello hermafrodita de cadera redonda,	el bello hermafrodita de cadera redonda, 	14	2 6 10 13	-	Alejandrino	1.0
dario	y del sublime Sandro la núbil Primavera;	y del sublime Sandro la núbil Primavera; 	14	4 6 9 13	-	Alejandrino	1.0
dario	y sonriente en el triunfo de su gracia hechicera,	y sonriente en el triunfo de su gracia hechicera, 	14	3 6 10 13	-	Alejandrino	1.0
dario	la perla de Leonardo, la mágica Gioconda.	la perla de l#onardo la mágica gioconda	14	2 6 9 13	-	Alejandrino	1.0
dario	Y el pórtico del templo que habita el Numen sacro,	Y el pórtico del templo que habita el Numen sacro, 	14	2 6 9 11 13	-	Alejandrino	1.0
dario	el altar donde se alce su augusto simulacro,	el altar donde se alce su augusto simulacro, 	15	3 7 10 14	-	Pentadecasílabo	1.0
dario	y en teoría suave, canéforas hermosas.	y en teoría suave, canéforas hermosas. 	14	4 6 9 13	-	Alejandrino	1.0
dario	La victoria llenando su palma de oro fino,	La victoria llenando su palma de oro fino, 	14	3 6 9 11 13	-	Alejandrino	1.0
dario	y rompiendo la sombra, sobre el carro divino,	y rompiendo la sombra, sobre el carro divino, 	14	3 6 10 13	-	Alejandrino	1.0
dario	Apolo, coronado de nubes y de rosas.	Apolo, coronado de nubes y de rosas. 	14	2 6 9 13	-	Alejandrino	1.0
dario	Una caligrafía de Kalifa quisiera	Una caligrafía de Kalifa quisiera 	14	1 6 10 13	-	Alejandrino	1.0
dario	para escribirte un verso melodioso, que fuera	para escribirte un verso melodioso, que fuera 	14	4 5 6 10 13	-	Alejandrino	1.0
dario	seda y oro de Oriente y gracia y pompa de Asia,	seda y oro de oriente y gracia   y pompa de   asia	14	1 2 5 7 10 13	-	Alejandrino	1.0
dario	en honor de unos labios de Bagdad o Circasia.	en honor de unos labios de Bagdad o Circasia. 	14	3 4 6 10 13	-	Alejandrino	1.0
dario	O una caligrafía de monje medioeval.	o una caligrafía de monje medieval	14	1 6 9 13	-	Alejandrino	1.0
dario	mayúsculas de antifonario, o de misal,	mayúsculas de antifonario   o de misal	14	2 8 13	-	Alejandrino	1.0
dario	miniatura en fondo de azul, oro o violeta,	miniatura en fondo de azul oro   o violeta	14	3 5 8 9 13	-	Alejandrino	1.0
dario	para escribir mis prosas de profano poeta	para escribir mis prosas de profano poeta 	14	4 6 10 13	-	Alejandrino	1.0
dario	en honor de la virgen -o no-de carne viva.	en honor de la virgen -o no-de carne viva. 	14	3 6 9 11 13	-	Alejandrino	1.0
dario	Rosa, rosa, rosada, trémula, sensitiva,	Rosa, rosa, rosada, trémula, sensitiva, 	14	1 3 6 8 13	-	Alejandrino	1.0
dario	o femenina fruta, uva o fresca manzana,	o femenina fruta, uva o fresca manzana,	14	4 6 8 10 13	-	Alejandrino	1.0
dario	que yo celebraría en mi prosa profana:	que yo celebraría en mi prosa profana: 	14	2 6 10 13	-	Alejandrino	1.0
dario	mas mi caligrafía es pobre, si no tosca:	mas mi caligrafía es pobre, si no tosca: 	14	6 8 9 12 13	-	Alejandrino	1.0
dario	guarda, pues que lo quieras, esas patas de mosca.	guarda, pues que lo quieras, esas patas de mosca. 	14	1 6 8 10 13	-	Alejandrino	1.0
dario	Dejad que siga y bogue la galera	Dejad que siga y bogue la galera 	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
dario	bajo la tempestad, sobre la ola:	bajo la tempestad sobre la   ola	11	6 10	6 10	Endecasílabo vacío puro	1.0
dario	va con rumbo a una Atlántida española,	va con rumbo a una Atlántida española, 	11	1 3 4 6 10	1 3 6 10	Endecasílabo melódico corto	0.9
dario	en donde el porvenir calla y espera.	en donde el porvenir calla y   espera	11	6 7 10	6 10	Endecasílabo vacío puro	0.9
dario	No se apague el rencor ni el odio muera	No se apague el rencor ni el odio muera 	11	1 3 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	1.0
dario	ante el pendón que el bárbaro enarbola;	ante el pendón que el bárbaro enarbola; 	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
dario	si un día la justicia estuvo sola,	si un día la justicia estuvo sola, 	11	1 2 6 8 10	2 6 8 10	Endecasílabo heroico largo	0.9
dario	lo sentirá la humanidad entera.	lo sentirá la humanidad entera. 	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
dario	Y bogue entre las olas espumeantes,	y bogue entre las olas espumantes	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
dario	y bogue la galera que ya ha visto	y bogue la galera que ya ha visto 	11	2 6 9 10	2 6 10	Endecasílabo heroico puro	0.9
dario	cómo son las tormentas de inconstantes:	cómo son las tormentas de inconstantes: 	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
dario	que la raza está en pie y el brazo listo,	que la raza está en pie   y   el brazo listo	14	3 5 8 11 13	-	Alejandrino	1.0
dario	que va en el barco el capitán Cervantes	que va en el barco el capitán Cervantes 	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
dario	y arriba flota el pabellón de Cristo.	y arriba flota el pabellón de Cristo. 	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
dario	En los días de azul de mi dorada infancia,	En los días de azul de mi dorada infancia, 	14	3 6 11 13	-	Alejandrino	1.0
dario	yo solía pensar en Grecia y en Bolivia:	yo solía pensar en grecia y   en bolivia	14	1 3 6 9 13	-	Alejandrino	1.0
dario	en Grecia hallaba el néctar que la nostalgia alivia,	en Grecia hallaba el néctar que la nostalgia alivia, 	14	2 4 6 11 13	-	Alejandrino	1.0
dario	y en Bolivia encontraba una arcaica fragancia.	y en Bolivia encontraba una arcaica fragancia. 	14	3 6 8 10 13	-	Alejandrino	1.0
dario	La fragancia sutil que da la coca rancia,	La fragancia sutil que da la coca rancia, 	14	3 6 9 11 13	-	Alejandrino	1.0
dario	o el alma de la quena que solloza en la tibia;	o el alma de la quena que solloza en la tibia; 	14	2 6 10 13	-	Alejandrino	1.0
dario	la suave voz indígena que la fiereza entibia,	la suave voz indígena que la fiereza entibia, 	14	2 4 6 11 13	-	Alejandrino	1.0
dario	o el dios Manchaipuíto, en su sombría estancia.	o el dios Manchaipuíto, en su sombría estancia.	14	2 6 11 13	-	Alejandrino	1.0
dario	El tirso griego rige la primitiva danza,	El tirso griego rige la primitiva danza, 	14	2 4 6 11 13	-	Alejandrino	1.0
dario	y sobre la sublime pradera de esperanza	y sobre la sublime pradera de esperanza 	14	6 9 13	-	Alejandrino	1.0
dario	nuestro Pegaso joven, mordiendo el freno, brinca.	nuestro Pegaso joven, mordiendo el freno, brinca. 	14	4 6 9 11 13	-	Alejandrino	1.0
dario	Y bajo de la timba del misterioso cielo,	Y bajo de la timba del misterioso cielo, 	14	6 11 13	-	Alejandrino	1.0
dario	si Sol y Luna han sido los divos del abuelo,	si Sol y Luna han sido los divos del abuelo, 	14	2 4 5 6 9 13	-	Alejandrino	1.0
dario	con Sol y Luna triunfan los vástagos del Inca.	con Sol y Luna triunfan los vástagos del Inca. 	14	2 4 6 9 13	-	Alejandrino	1.0
dario	Maldigo la quijada del asno, el enemigo,	Maldigo la quijada del asno, el enemigo, 	14	2 6 9 13	-	Alejandrino	1.0
dario	Odio la flecha, el sable, la honda, la catapulta;	Odio la flecha, el sable, la honda, la catapulta; 	15	1 4 6 9 14	-	Pentadecasílabo	1.0
dario	maldigo el duro instinto de la guerra, maldigo	maldigo el duro instinto de la guerra, maldigo 	14	2 4 6 10 13	-	Alejandrino	1.0
dario	la bárbara azagaya y la pólvora culta;	la bárbara azagaya y la pólvora culta; 	14	2 6 10 13	-	Alejandrino	1.0
dario	y a quien ahoga en sangre la cosecha de trigo	y a quien ahoga en sangre la cosecha de trigo 	14	4 6 10 13	-	Alejandrino	1.0
dario	y a quien ciego de rabia la Cruz de Paz insulta;	y a quien ciego de rabia la Cruz de Paz insulta; 	14	3 6 9 11 13	-	Alejandrino	1.0
dario	a Bonaparte o César, a Marat o a Rodrigo,	a Bonaparte o César, a Marat o a Rodrigo, 	14	4 6 10 13	-	Alejandrino	1.0
dario	príncipe de soldados o rey de turbamulta.	príncipe de soldados o rey de turbamulta. 	14	1 6 9 13	-	Alejandrino	1.0
dario	Los maldigo por tantas tristes almas de duelo	Los maldigo por tantas tristes almas de duelo 	14	3 6 8 10 13	-	Alejandrino	1.0
dario	que van todos los días por la senda del cielo	que van todos los días por la senda del cielo 	14	2 3 6 10 13	-	Alejandrino	1.0
dario	precedidas por Cristo, a pedir paz y luz,	precedidas por Cristo, a pedir paz y luz, 	14	3 6 10 11 13	-	Alejandrino	1.0
dario	por Cristo que solloza, que palidece y sufre,	por Cristo que solloza, que palidece y sufre, 	14	2 6 11 13	-	Alejandrino	1.0
dario	mientras un negro incendio de salitre y azufre	mientras un negro incendio de salitre y   azufre	14	3 4 6 10 13	-	Alejandrino	1.0
dario	obscurece a los hombres la visión de la Cruz.	obscurece a los hombres la visión de la Cruz. 	14	3 6 10 13	-	Alejandrino	1.0
dario	¿Tienes, joven amigo, ceñida la coraza	¿Tienes, joven amigo, ceñida la coraza 	14	1 3 6 9 13	-	Alejandrino	1.0
dario	para empezar, valiente, la divina pelea?	para empezar, valiente, la divina pelea? 	14	4 6 10 13	-	Alejandrino	1.0
dario	¿Has visto si resiste el metal de tu idea	¿Has visto si resiste el metal de tu idea 	14	1 2 6 10 13	-	Alejandrino	1.0
